TIP,Close,High,Low,Open,Volume
2020-03-18,91.22821044921875,93.35779176768314,90.85931108144554,92.40199628414014,4942100
2020-03-19,92.99724578857422,93.14816115910058,91.92407266332732,91.92407266332732,3017500
2020-03-20,97.13902282714844,97.34024117553753,93.20684388864393,94.0117236788163,3326900
2020-03-23,98.96678924560547,98.98355477885372,96.42638558346292,96.77013338629682,4261400
2020-03-24,99.02546691894531,99.88903570667486,98.09482321263461,98.38826798565684,3533400
2020-03-25,99.98124694824219,100.52621938493513,99.36919960314681,99.52850091144876,2921800
2020-03-26,100.49267578125,102.05213212479389,100.17407958075742,100.84480943389154,4072700
2020-03-27,100.81965637207031,100.92026872694852,99.37757793522348,100.6100520968685,2621800
2020-03-30,99.21827697753906,100.92864863661286,99.17635996032465,100.73581628487385,3484400
2020-03-31,98.86618041992188,99.77167276677487,98.72365099401463,99.71298380336498,3063200
2020-04-01,99.46734619140625,100.02992377314816,99.3497928580923,99.71924985203682,8058800
2020-04-02,100.98717498779297,101.24747721644778,100.13071383908265,100.47498184213211,2813500
2020-04-03,101.87723541259766,102.09554515610026,101.44060311323591,101.96120119134315,2990600
2020-04-06,101.81005859375,102.04516533293675,101.62533003976665,101.99478714773336,2141600
2020-04-07,101.74287414550781,102.03675754273269,101.32303889056438,101.81004932378139,1655400
2020-04-08,101.04592895507812,101.86041023658241,100.97036169696403,101.63370205606365,11109900
2020-04-09,102.0451431274414,102.31383740035402,101.48256549449573,101.63370642339513,3010100
2020-04-13,102.22987365722656,102.36422399942069,102.07873272534663,102.1626984861295,1462100
2020-04-14,102.53217315673828,102.66651711586294,102.33065401496229,102.37263369948586,2983400
2020-04-15,102.6413345336914,102.98560256198037,102.53217965959361,102.96041346843306,1527200
2020-04-16,101.75125122070312,102.75885305794667,101.54133363742936,102.62450913586311,1914800
2020-04-17,101.26423645019531,101.96956283028244,101.0459203794331,101.84361100460518,2183500
2020-04-20,100.95359802246094,101.33984572576247,100.71848487567988,100.79405856011834,2014800
2020-04-21,101.46578216552734,101.6589092030912,101.2642630352442,101.35662730457764,1280000
2020-04-22,102.07872772216797,102.07872772216797,101.47416402427967,101.70087861407609,1830300
2020-04-23,102.01995849609375,102.355827953448,101.89400664881379,102.2550651943886,2614500
2020-04-24,102.59933471679688,102.63292230366295,102.05354764103298,102.1291149068488,1119600
2020-04-27,102.39781188964844,102.70849227170078,102.35583220959424,102.54895283143372,2086200
2020-04-28,102.75048065185547,102.81764942267722,102.54056302836598,102.5741506168656,1362200
2020-04-29,102.62452697753906,102.8260460987874,102.52376421382621,102.70009424569068,1664900
2020-04-30,101.86043548583984,102.74209215277574,101.86043548583984,102.70010606152047,2968200
2020-05-01,101.85874938964844,101.95134111268545,101.53047197959108,101.89241969093038,1910900
2020-05-04,101.95976257324219,102.10286297139163,101.8587580827295,101.99343287739772,1484100
2020-05-05,102.07759857177734,102.17019029649856,101.77457869863471,101.87558318236444,3873000
2020-05-06,101.58099365234375,101.84193050975277,101.52207221931737,101.82509856686862,1844900
2020-05-07,102.22068786621094,102.30486040083487,101.69880787641817,101.77456765294663,1552100
2020-05-08,102.18699645996094,102.3132584467922,102.06073447312967,102.16174534698497,1113900
2020-05-11,101.83348846435547,102.12809554476524,101.83348846435547,102.0607549486851,1065800
2020-05-12,101.92611694335938,102.00187675153771,101.72410149147622,101.90086581461841,1582900
2020-05-13,102.0186996459961,102.21230231909351,101.8756056478551,102.04395719445174,1563900
2020-05-14,102.13652038574219,102.18702904975392,101.95134335754406,102.05234784166059,1141500
2020-05-15,102.31329345703125,102.3217062162677,102.11969082138155,102.23753367022793,1011500
2020-05-18,102.30487060546875,102.43954538990994,102.09443603694227,102.33012172617939,1561200
2020-05-19,102.18699645996094,102.33009038145904,102.15332616867585,102.22066675124604,1356200
2020-05-20,102.49002838134766,102.54894978889817,102.17016380725765,102.17016380725765,880500
2020-05-21,102.380615234375,102.6752287427438,102.29644269853515,102.44795583182804,1345700
2020-05-22,102.43952178955078,102.4816112623407,102.25434480635,102.33851732997798,1358500
2020-05-26,102.0607681274414,102.37221360806348,102.0607681274414,102.3553752458928,1170900
2020-05-27,102.16178131103516,102.28803692036081,101.98501703602555,102.06918958289388,1079300
2020-05-28,102.48161315917969,102.49844509543607,102.13649745737978,102.18700611005295,967800
2020-05-29,102.52371215820312,102.67522528639564,102.35536067023776,102.50687379843028,2454500
2020-06-01,102.64997863769531,102.66681699925468,102.4816335538215,102.54897415615234,1528000
2020-06-02,102.4227066040039,102.63314115846464,102.28802540661162,102.60789003944183,1031900
2020-06-03,102.08602142333984,102.24595375760036,101.91767632976833,102.23753457633568,1743600
2020-06-04,101.69881439208984,102.02709179352227,101.67356327228013,101.99342149312496,1541500
2020-06-05,101.6904067993164,101.71565792200353,101.22745456549356,101.50522333700572,1451600
2020-06-08,101.90925598144531,101.90925598144531,101.64831916281159,101.65673192202625,1572700
2020-06-09,102.01025390625,102.4311230037466,101.98500278791265,102.35536322678178,1943600
2020-06-10,102.79308319091797,102.81833431232752,102.31329261827565,102.40588434474641,1472000
2020-06-11,102.82674407958984,103.07084251217059,102.78465459979152,102.9193293756308,1569800
2020-06-12,102.54896545410156,102.8014830584843,102.49845679566282,102.7004785855123,1450900
2020-06-15,102.591064453125,102.75941597082799,102.54056220879099,102.7173264859138,1898700
2020-06-16,102.5405502319336,102.67523143036506,102.27961343741389,102.44795851350021,2475800
2020-06-17,102.47320556640625,102.53212698289366,102.33853079527191,102.44795444819061,1574600
2020-06-18,102.93614959716797,102.99507100533084,102.54053167580932,102.6415425563536,1553800
2020-06-19,103.13816833496094,103.13816833496094,102.84356128443855,102.86881239991875,1673400
2020-06-22,103.39913940429688,103.39913940429688,103.18029204954172,103.2307942972615,1612300
2020-06-23,103.45804595947266,103.4917098363868,103.37386700132869,103.44962677926769,1556800
2020-06-24,103.31495666503906,103.5506423604342,103.28970554366866,103.4412186938446,1152100
2020-06-25,103.40753173828125,103.5085426294493,103.31494002686536,103.39911255852913,1291000
2020-06-26,103.58431243896484,103.60115080114441,103.45805683238581,103.50013989392764,1017400
2020-06-29,103.70214080810547,103.70214080810547,103.56746603923918,103.60113633694391,959700
2020-06-30,103.5338134765625,103.83683978585996,103.37388114055726,103.76949917891525,2665300
2020-07-01,103.60112762451172,103.60112762451172,103.29810139260502,103.41594421368517,1755100
2020-07-02,103.88734436035156,104.03885751839883,103.50856467621034,103.64323947116686,1557800
2020-07-06,104.08935546875,104.1230193475577,103.69373746225058,103.81999306266255,1295700
2020-07-07,104.1146240234375,104.20721576054679,103.90418942490808,104.13145596565995,1148200
2020-07-08,103.9294204711914,104.11460390963457,103.9294204711914,103.99676107098038,1223100
2020-07-09,104.19876098632812,104.30818462828303,103.95465616478063,103.99674563889134,1168200
2020-07-10,104.08935546875,104.29137085136236,104.06409792671438,104.24928136992288,832000
2020-07-13,104.31661987304688,104.31661987304688,103.87049963535668,103.9546721745892,1041000
2020-07-14,104.33345031738281,104.57755517302715,104.30819919817012,104.4512931550107,1037600
2020-07-15,104.27454376220703,104.43447610262203,104.2240415165829,104.24929263939497,1098400
2020-07-16,104.48497772216797,104.52706720790516,104.36713486844849,104.45130741796899,950900
2020-07-17,104.67855834960938,104.67855834960938,104.51862604379,104.60279857560715,1058800
2020-07-20,104.82166290283203,105.00684634474007,104.75432230178308,104.92267380440546,1543800
2020-07-21,105.05733489990234,105.10784355508646,104.9226601373002,105.00683266667059,1066500
2020-07-22,105.05733489990234,105.326690847059,105.05733489990234,105.326690847059,1595300
2020-07-23,105.10785675048828,105.27620183036336,104.9900139101851,105.21728041021176,2465500
2020-07-24,105.08261108398438,105.20046035955869,105.05735996134484,105.09944944704665,1168000
2020-07-27,105.08261108398438,105.2593817863689,105.0321088387053,105.2172923006671,1888800
2020-07-28,105.27619934082031,105.28461852120091,105.0994350845456,105.11626702335381,853200
2020-07-29,105.52033233642578,105.52033233642578,105.29305935921123,105.3098977244629,1080100
2020-07-30,105.62971496582031,105.64655332452712,105.50345296332807,105.61288302906571,1497300
2020-07-31,105.94115447998047,105.99165670938281,105.52870462197373,105.67179855324825,2701700
2020-08-03,106.0842514038086,106.0842514038086,105.8569849431352,105.93273828937565,3755800
2020-08-04,106.31997680664062,106.37048547830958,106.17688281781324,106.27789373919668,1536500
2020-08-05,106.37045288085938,106.44620623221635,106.27786117012143,106.28627392785944,1778700
2020-08-06,106.48831939697266,106.79975847332297,106.42939796993714,106.60616225104367,1895900
2020-08-07,106.20209503173828,106.5640426733068,106.14317362134118,106.55562349412091,2206800
2020-08-10,106.07585906982422,106.404142919136,106.04219518872145,106.38730455663097,1692400
2020-08-11,105.84017181396484,105.91593160021615,105.69707784454451,105.88226129765486,2608600
2020-08-12,105.90752410888672,106.01694778782367,105.74759175955603,105.92435605104845,2302200
2020-08-13,105.6381607055664,106.10111935712133,105.60449040163934,105.97485732288328,1879700
2020-08-14,105.46138763427734,105.65498383827591,105.46138763427734,105.62131995910917,2057200
2020-08-17,105.68866729736328,105.75600790798708,105.55399249806977,105.62133310869358,1587400
2020-08-18,106.16001892089844,106.16843167868231,105.84015431044115,105.89907572469077,1388200
2020-08-19,105.84017181396484,106.48831389985106,105.80650151140355,106.37888381103846,2010900
2020-08-20,105.73916625976562,106.18528652577614,105.49506138512803,105.94118165113852,1650300
2020-08-21,106.10111236572266,106.10111236572266,105.80649883126245,105.89909055547221,2029400
2020-08-24,106.31155395507812,106.46306711179423,106.27788365114634,106.38730732245926,2014100
2020-08-25,106.27786254882812,106.35361590116783,105.97483629556419,106.17685165708929,2188200
2020-08-26,106.48831939697266,106.51357051970875,106.20212502140454,106.32838705703888,1316200
2020-08-27,106.06744384765625,106.44622350982699,105.99168406205,106.4209723886094,1804700
2020-08-28,106.40413665771484,106.57248174113697,106.24420433309653,106.40413665771484,2553500
2020-08-31,106.88391876220703,107.02701271400194,106.54722220001983,106.60614361675613,3307900
2020-09-01,106.94283294677734,107.077507709373,106.75764952900005,106.93441376725501,3560800
2020-09-02,106.98492431640625,107.13643744982366,106.85866230156628,107.09435439284556,3262400
2020-09-03,106.61457824707031,106.9091853734453,106.53039927786,106.88393425146369,2666100
2020-09-04,106.28629302978516,106.68191106095702,106.15161824029575,106.68191106095702,2048300
2020-09-08,106.3873291015625,106.52201034486092,106.33682684630315,106.34523960754295,1821400
2020-09-09,106.44622802734375,106.74083515730767,106.32838517535818,106.6061603644472,2012100
2020-09-10,106.53883361816406,106.54725280067377,106.31997982659408,106.44624187642117,1845100
2020-09-11,106.47988891601562,106.62298287763794,106.42096749523272,106.56406145685503,1634800
2020-09-14,106.41252899169922,106.57246128562012,106.33677564528534,106.4714504017829,1450000
2020-09-15,106.48831939697266,106.5556535836176,106.39572766563772,106.41255960681049,1797600
2020-09-16,106.48831939697266,106.74925622785078,106.45464909267324,106.62299419221644,2265000
2020-09-17,106.5472183227539,106.58088861994264,106.35361571940683,106.51354802556517,1949700
2020-09-18,106.45462799072266,106.63139223679012,106.44620881082821,106.62297305689567,1311800
2020-09-21,106.26103973388672,106.5388149103391,106.23578861274623,106.46306154691763,4146000
2020-09-22,106.29470825195312,106.38729997588315,106.16844622641642,106.27787631212648,2661200
2020-09-23,106.18529510498047,106.37889133095126,106.12637367682144,106.31996990279224,2519400
2020-09-24,106.26103973388672,106.27787809594938,106.13477770623076,106.17686718943392,3391000
2020-09-25,106.40413665771484,106.40413665771484,106.18528291170347,106.22736597158236,2756300
2020-09-28,106.62297821044922,106.63981657105197,106.46305231644071,106.52197373464446,2220900
2020-09-29,106.79976654052734,106.85868797201353,106.65667255291152,106.70717480219842,1141400
2020-09-30,106.47988891601562,106.81658550132649,106.47146973534572,106.81658550132649,6230600
2020-10-01,106.46048736572266,106.66317737260466,106.35070177772398,106.46893439347465,10675700
2020-10-02,106.47735595703125,106.53647225076885,106.3844580035589,106.49424356530223,3120100
2020-10-05,106.15643310546875,106.46046159901317,106.14799252295396,106.46046159901317,2675300
2020-10-06,106.17333221435547,106.35912812961537,106.02976498645212,106.24089553684873,2184700
2020-10-07,106.1648941040039,106.24934504261614,106.08044316539166,106.19867576808751,1491200
2020-10-08,106.587158203125,106.587158203125,106.300023715223,106.36758060207455,1923000
2020-10-09,106.62091827392578,106.63780588141994,106.40978774269028,106.57024900825085,1912700
2020-10-12,106.6884765625,106.69691714425306,106.54490935439179,106.57024398603534,1263600
2020-10-13,106.6884765625,106.80670913896468,106.62936027426767,106.65469490591121,1761000
2020-10-14,106.6884765625,106.84049079555346,106.62091324932243,106.82359674566298,1135300
2020-10-15,106.65469360351562,106.73069749751815,106.59557731600518,106.72225691586816,923100
2020-10-16,106.69694519042969,106.76450852136685,106.62094127552079,106.7138392447609,1468800
2020-10-19,106.44355773925781,106.62935361730065,106.44355773925781,106.587124938403,1577600
2020-10-20,106.35065460205078,106.50266881818372,106.29998534440361,106.45199956053656,2015700
2020-10-21,106.31688690185547,106.45201353090337,106.3084398767419,106.41823187364139,1617500
2020-10-22,106.15643310546875,106.32534140365608,106.12265788902404,106.32534140365608,2517000
2020-10-23,106.28309631347656,106.30843094349606,106.11419448455206,106.17331076899481,2846900
2020-10-26,106.36756896972656,106.43513229238317,106.27467101187199,106.3929100481176,2135600
2020-10-27,106.57868957519531,106.61247123337127,106.51113270203588,106.51113270203588,1521300
2020-10-28,106.44355773925781,106.54490270269712,106.35910682465428,106.52800865386135,2275700
2020-10-29,106.08043670654297,106.38446522159074,106.06354265393297,106.38446522159074,2698400
2020-10-30,105.759521484375,106.12266630026954,105.70884576930588,106.08043761157748,3330300
2020-11-02,106.14728546142578,106.22348285122618,106.00334629247678,106.0456824820963,6642000
2020-11-03,106.06262969970703,106.07956676204672,105.80863190098127,106.07956676204672,5226500
2020-11-04,106.24040985107422,106.40974167432715,106.13033835232432,106.34200636118798,4789700
2020-11-05,106.32508087158203,106.40127825782862,106.2234778969913,106.32508087158203,3977000
2020-11-06,105.84249877929688,106.08803450462426,105.80863111446587,106.08803450462426,2495900
2020-11-09,105.5376968383789,105.56309597224332,105.25829344667716,105.50382917336081,3235600
2020-11-10,105.63929748535156,105.81710434851597,105.52923241445647,105.57156861227597,2641400
2020-11-11,105.82555389404297,105.82555389404297,105.6731526433678,105.74088796802256,1309000
2020-11-12,106.12190246582031,106.13037099746633,105.93563998678673,106.00336886116393,1726600
2020-11-13,106.11344909667969,106.21504564637647,106.02878315206654,106.21504564637647,1362600
2020-11-16,105.96949005126953,106.18115809008118,105.92715385966883,106.08802363623639,2750800
2020-11-17,106.14728546142578,106.17268459135924,106.03721395225327,106.09648074196323,1310200
2020-11-18,106.18115997314453,106.325092691786,106.05415785568604,106.257357367862,1385900
2020-11-19,106.29122161865234,106.3843560711599,106.13882037451233,106.2742845584169,4095400
2020-11-20,106.52830505371094,106.53677358512194,106.33356758883868,106.37590378629689,1137500
2020-11-23,106.44359588623047,106.51133119081413,106.37586058164679,106.4605264825793,1331200
2020-11-24,106.47749328613281,106.51982301862802,106.37589030087153,106.44362562437905,1662300
2020-11-25,106.6552963256836,106.72303165088047,106.57909246993808,106.62142866308515,1045600
2020-11-27,106.91778564453125,106.91778564453125,106.73998522232475,106.73998522232475,1015400
2020-11-30,107.03627014160156,107.11247397877672,106.86693832947056,106.96853483291133,3271000
2020-12-01,106.79303741455078,106.93712170674587,106.62352724330931,106.89474739713478,6034200
2020-12-02,106.86929321289062,106.89472555313841,106.52179549293741,106.67435720243807,3320300
2020-12-03,107.16598510742188,107.19141099063364,106.97104255879907,107.089700991387,3802200
2020-12-04,106.9371337890625,107.02188888425931,106.80152693002748,106.9879920193,1773400
2020-12-07,107.21680450439453,107.36088877669425,107.1659527533235,107.20832705708348,3853700
2020-12-08,107.39481353759766,107.47109764582963,107.3100584467613,107.39481353759766,1535400
2020-12-09,107.25921630859375,107.3693972899263,107.22531297593768,107.36091984016241,2271100
2020-12-10,107.5050048828125,107.51348233263384,107.31854625153963,107.37787546748999,2169200
2020-12-11,107.49653625488281,107.58129135575484,107.38634880398943,107.51348468849733,1228400
2020-12-14,107.49653625488281,107.56434292214031,107.27616781949577,107.3694003703749,1327400
2020-12-15,107.69145965576172,107.69145965576172,107.49652359335664,107.53889790560173,1766300
2020-12-16,107.6829605102539,107.74228970499951,107.46259215845717,107.55582467397127,1915400
2020-12-17,107.74485778808594,107.99069655895163,107.66856634242201,107.93983559517567,1410500
2020-12-18,107.69402313232422,107.8635640313731,107.6601136590003,107.78727256707232,1912000
2020-12-21,107.67704772949219,107.82116458467972,107.64314472922773,107.77877613299462,1705700
2020-12-22,107.77876281738281,107.80419329822418,107.68551340925191,107.78724180018624,947600
2020-12-23,107.82962036132812,107.82962036132812,107.44815022566094,107.60921855597621,1639500
2020-12-24,107.87203216552734,107.9313721209824,107.83812269561446,107.88898366669876,768900
2020-12-28,107.94831085205078,107.95678983541848,107.753339507579,107.838109938548,1081200
2020-12-29,107.89745330810547,107.90593229174202,107.79573137474507,107.81268287444864,1321500
2020-12-30,107.98223876953125,107.99071775434781,107.77030942211043,107.81269787862277,2329400
2020-12-31,108.21112060546875,108.23655109105988,107.99071228439551,108.02462175437371,2360900
2021-01-04,108.32979583740234,108.43999675939389,108.05004757284325,108.07547805733593,3859900
2021-01-05,108.29589080810547,108.33827926237737,108.15178041169311,108.24502983703525,3888000
2021-01-06,107.97373962402344,108.10089202706153,107.77028284402485,108.10089202706153,3917200
2021-01-07,107.90594482421875,107.97376376604869,107.81269539609515,107.81269539609515,3264000
2021-01-08,107.4820785522461,107.81268778586735,107.30405869318616,107.78725730136877,2292500
2021-01-11,107.25318145751953,107.32100038836609,107.11755006339565,107.20232049316922,2786800
2021-01-12,107.39730834960938,107.49055777135467,107.15146955296902,107.39730834960938,3489100
2021-01-13,107.63467407226562,107.77878447103222,107.39731424663354,107.47360570448521,2524100
2021-01-14,107.68553924560547,107.78726766094688,107.53294985637856,107.63467827171998,2214400
2021-01-15,107.80419921875,107.86353916649503,107.7109498054979,107.80419921875,2681100
2021-01-19,108.05853271484375,108.10091470222352,107.79574240335057,107.95680430350598,2581100
2021-01-20,108.2196044921875,108.26198648090258,107.9991961611298,108.05853611938721,2619800
2021-01-21,108.48239135742188,108.48239135742188,108.08396316427958,108.21960104601746,3029400
2021-01-22,108.31282806396484,108.4230354435493,108.27892506609034,108.37216801159909,1648100
2021-01-25,108.59257507324219,108.70276950987711,108.41454877538956,108.45693722108186,2102900
2021-01-26,108.43151092529297,108.63495477624726,108.3552130136161,108.60105177946754,2696200
2021-01-27,108.39759826660156,108.55018761788968,108.35520982052255,108.48236869119079,2070300
2021-01-28,108.60952758789062,108.64344352083667,108.4399867285756,108.52476362580232,1823800
2021-01-29,108.49929809570312,108.73666429081513,108.28736884360019,108.61798442704288,3341300
2021-02-01,108.26197814941406,108.45695597872377,108.26197814941406,108.38065805679567,7800000
2021-02-02,108.42304229736328,108.5247707001251,108.1602455404543,108.23654345941807,3343600
2021-02-03,108.36368560791016,108.49084447482882,108.36368560791016,108.40606758517062,1888700
2021-02-04,108.2873764038086,108.41453525746161,108.15174503612856,108.2534669449966,1943800
2021-02-05,108.26197814941406,108.34674858789093,108.17720771093718,108.26197814941406,1734000
2021-02-08,108.36368560791016,108.46540752739018,108.20261727864192,108.2873877007315,2188800
2021-02-09,108.42304229736328,108.5247707001251,108.37217486219755,108.44847278116133,2434400
2021-02-10,108.51628875732422,108.54171924194449,108.39761531828624,108.43152478696989,1599000
2021-02-11,108.38912963867188,108.55867050404714,108.2789287229349,108.55867050404714,1802900
2021-02-12,108.21112060546875,108.38066148778965,108.13482268112529,108.2958910466292,1995300
2021-02-16,107.68553924560547,108.06701595245795,107.6431572565577,107.93985705017379,2828100
2021-02-17,107.64313507080078,107.81267592718953,107.54140667642606,107.7702874793078,2404700
2021-02-18,107.19383239746094,107.49053857779955,107.18535988250228,107.49053857779955,2611800
2021-02-19,106.73609924316406,107.0751810237221,106.43092046660553,107.00736854815273,3543500
2021-02-22,106.72759246826172,106.83779337149153,106.62586408004049,106.69368300552131,2735700
2021-02-23,106.7530288696289,106.87170876201874,106.57500903104415,106.74454988658132,3199400
2021-02-24,106.66827392578125,106.77847485112022,106.42243512226815,106.4987265780636,3131500
2021-02-25,105.3627700805664,106.27830619589191,104.7015517086876,106.21048726863027,7721400
2021-02-26,106.66827392578125,106.66827392578125,105.37126743669867,105.53232933256795,6399400
2021-03-01,106.3122329711914,106.63436322678592,106.11725514045662,106.4732948652037,13489200
2021-03-02,106.74455261230469,106.76998309452772,106.25287506409519,106.25287506409519,3671500
2021-03-03,106.4732894897461,106.59196939200339,106.34613060373624,106.53262944087474,4606700
2021-03-04,106.06639099121094,106.61740206260652,105.87141316632054,106.55806211026069,5701600
2021-03-05,106.17658233642578,106.30374121357605,105.88836158461638,105.91379206653261,2570700
2021-03-08,105.59166717529297,106.15964269432376,105.59166717529297,106.1257332254585,3776600
2021-03-09,106.2529067993164,106.2529067993164,105.98163746196691,106.10032386040528,1801500
2021-03-10,106.73609924316406,106.73609924316406,106.30376156511106,106.30376156511106,1828000
2021-03-11,106.82933044433594,106.8971493800093,106.61740112103395,106.81237894420244,1612600
2021-03-12,105.9900894165039,106.20201873437026,105.84597903257148,106.20201873437026,2812300
2021-03-15,106.30374908447266,106.35461005207094,105.98161237616459,106.04095232755245,2098100
2021-03-16,106.52415466308594,106.62587659567848,106.34612834591005,106.51567567951341,1831300
2021-03-17,106.430908203125,106.5834975738222,106.04095255878913,106.32070081632892,2518500
2021-03-18,105.67645263671875,105.95619445925755,105.67645263671875,105.84599352720107,4499200
2021-03-19,105.8799057006836,105.91381517315945,105.57472691597145,105.62558789089996,1474300
2021-03-22,106.38850402832031,106.40545552586154,106.04093688682272,106.04941586937767,1424600
2021-03-23,106.60893249511719,106.61740501170827,106.30375374102019,106.38852417992048,2294100
2021-03-24,106.88866424560547,106.89714322896916,106.57501300441113,106.617394986091,1482500
2021-03-25,106.81238555908203,106.99040542557209,106.69370564808867,106.89715600013872,2120500
2021-03-26,106.83782958984375,107.04127996768781,106.78696861227546,106.79544759772713,1658600
2021-03-29,106.54957580566406,106.93952493741305,106.44784741441997,106.93952493741305,1629000
2021-03-30,106.36309051513672,106.43938196759518,106.23593162680291,106.29527157901606,1597100
2021-03-31,106.38850402832031,106.64282176441948,106.2274356976196,106.44784397106763,2781800
2021-04-01,106.69442749023438,106.71991890983234,106.44799962900895,106.54147248957953,3026600
2021-04-05,106.38848114013672,106.43097114699418,106.21003478085206,106.29500831150216,2094900
2021-04-06,106.447998046875,106.66893448521868,106.447998046875,106.5159794868372,2050100
2021-04-07,106.5159912109375,106.7284283719019,106.49899909061011,106.56698053805496,1519600
2021-04-08,106.75390625,106.82188768882001,106.64344127421762,106.70292341241841,1299600
2021-04-09,106.52450561523438,106.70295207777575,106.44802485524887,106.6094791950538,2891500
2021-04-12,106.5414810180664,106.58397104284231,106.43101602994363,106.5414810180664,1504700
2021-04-13,106.93236541748047,106.94086471911332,106.65195329427264,106.71992825813258,2062600
2021-04-14,106.93236541748047,106.9748554425771,106.7794168864949,106.81340112689107,1890100
2021-04-15,107.51018524169922,107.5526752630379,107.25526456286828,107.25526456286828,2047400
2021-04-16,107.47622680664062,107.56969320650397,107.32327176939461,107.37425462078708,1980900
2021-04-19,107.28927612304688,107.37424969916233,107.19580324439937,107.32326685010672,1829400
