Date,Close,High,Low,Open,Volume
2020-01-02,72.49420928955078,72.61507560973706,72.45967511425178,72.50284448005564,5511000
2020-01-03,72.75322723388672,72.77049762000247,72.60646188551476,72.675530256533,5368300
2020-01-06,72.6668930053711,72.78775935786858,72.61509502193566,72.77913075177747,3710400
2020-01-07,72.60643768310547,72.69276982473937,72.58053869928732,72.69276982473937,3029900
2020-01-08,72.49420928955078,72.69277256411947,72.43377612945764,72.63233940402633,3674400
2020-01-09,72.58052825927734,72.60642723937018,72.39922881190827,72.44239816987583,5886600
2020-01-10,72.70140075683594,72.7272997391372,72.60643343058477,72.6582379819071,4525700
2020-01-13,72.65825653076172,72.67552032779655,72.60645196621425,72.67552032779655,3735700
2020-01-14,72.76183319091797,72.77046838050619,72.675501055195,72.6927648476517,3492300
2020-01-15,72.87407684326172,72.87407684326172,72.78773811377219,72.86544165296871,2594300
2020-01-16,72.83091735839844,72.891350525207,72.78774798779753,72.83955254986286,4784100
2020-01-17,72.82225036621094,72.83088555390447,72.73591824943065,72.75318203809938,3090600
2020-01-21,73.00357818603516,73.02947717247218,72.88271185818179,72.94314502210847,2910600
2020-01-22,73.06399536132812,73.06399536132812,73.00356221062606,73.0294611913956,4192100
2020-01-23,73.19355010986328,73.23671950037023,73.14175211063433,73.19355010986328,3104800
2020-01-24,73.30575561523438,73.38345257986919,73.21078826731096,73.23668725552257,4548400
2020-01-27,73.5474624633789,73.5560910652722,73.46975893930619,73.5301920861543,3208600
2020-01-28,73.41799926757812,73.50433143856522,73.36620128233035,73.49569624544976,3993400
2020-01-29,73.62516784667969,73.66833720797439,73.50430153911823,73.53020052120715,4177500
2020-01-30,73.64244842529297,73.77194335367248,73.58201526314231,73.69424639664477,4795700
2020-01-31,73.83238220214844,73.88418676421072,73.7115158685384,73.72878625146622,6264000
2020-02-03,73.76573944091797,73.80034766327613,73.6186528456849,73.73113121855981,6030800
2020-02-04,73.54078674316406,73.57539496432086,73.47157030085047,73.56674125882084,4180900
2020-02-05,73.41969299316406,73.48890946538512,73.39373846629269,73.44564752003544,3537200
2020-02-06,73.48890686035156,73.5062076773705,73.41103668165168,73.46295233440023,3435700
2020-02-07,73.71383666992188,73.73979779185329,73.63597310666152,73.68788214883509,4169700
2020-02-10,73.82632446289062,73.87823351167388,73.7744088132619,73.8436252788699,2785500
2020-02-11,73.70519256591797,73.81766436215722,73.69653885825498,73.79170984001316,3799400
2020-02-12,73.61868286132812,73.65329109779668,73.58408122570575,73.62733657065681,4127500
2020-02-13,73.68788146972656,73.7397971122663,73.62731872080067,73.66192694887899,2852500
2020-02-14,73.76573944091797,73.83494928479082,73.75708573511756,73.81764847403348,3069000
2020-02-18,73.87825775146484,73.94747423978308,73.81769497439831,73.91286599562396,3645200
2020-02-19,73.86957550048828,73.91283743918471,73.81766645472864,73.85227468551676,3109600
2020-02-20,74.0512924194336,74.0512924194336,73.93016686522196,73.95612799899386,8404000
2020-02-21,74.23296356201172,74.34543536892198,74.17240080431456,74.19835532892112,6561500
2020-02-24,74.46658325195312,74.57040798241088,74.45792954086977,74.55310056024416,6314500
2020-02-25,74.52715301513672,74.62232404343388,74.46659023357017,74.48389105651142,7928900
2020-02-26,74.48385620117188,74.6568973538489,74.405992633101,74.4752090941718,8015900
2020-02-27,74.57039642333984,74.73477730335807,74.50983365683912,74.63095918984055,9514600
2020-02-28,75.06353759765625,75.15870858368187,74.75207011627154,74.85588820950298,16377200
2020-03-02,75.01414489746094,75.34357679094502,74.98813850882499,75.2655510110014,10154400
2020-03-03,75.46493530273438,75.87237969925799,75.02280690680537,75.04881329232443,9323900
2020-03-04,75.44758605957031,75.76834688292523,75.42157967654803,75.64697935279837,7445600
2020-03-05,75.73365783691406,75.85502534834876,75.66430308351329,75.7509932182476,5385000
2020-03-06,76.25383758544922,76.5139147139393,75.99376707099528,76.47056632117891,10176200
2020-03-09,76.089111328125,77.43283195333765,76.04576955526876,77.38081918029607,12445600
2020-03-10,75.0661392211914,76.01975066365466,75.0661392211914,75.80302199291923,14177600
2020-03-11,73.6444320678711,75.6296683588349,73.57508388939412,75.23088822293485,10511600
2020-03-12,69.6392593383789,73.59238824821196,66.31030345586086,72.37004196226485,16986900
2020-03-13,72.5781021118164,73.21094615961867,70.65355035673707,70.81826627160578,14137500
2020-03-16,73.34098815917969,73.38433654325813,68.92839515822712,70.49750877415201,8411000
2020-03-17,71.8238754272461,73.44500815860117,71.77186266618705,72.43071963374763,13629700
2020-03-18,70.09009552001953,71.66788098525325,69.62196049881327,70.60157894864871,10076800
2020-03-19,70.04669189453125,70.72288412358996,68.98905518178505,69.12775805783254,11007200
2020-03-20,71.2343978881836,71.56382979307499,69.9513675014533,69.96003188860813,8864500
2020-03-23,72.8121566772461,72.8121566772461,70.39346410720297,70.40213510528422,10973300
2020-03-24,72.89019012451172,73.0288930382817,71.72852097827082,71.91057227298822,9371200
2020-03-25,73.86981201171875,74.25125665413866,72.9422134064083,72.9422134064083,9655500
2020-03-26,74.2078857421875,74.28591149265127,73.72241570030901,73.7310866979235,10803800
2020-03-27,74.60667419433594,74.67602895512806,73.86979804951315,74.0085075710974,4975200
2020-03-30,74.68467712402344,75.04877958583174,74.57197401867896,74.57197401867896,6030800
2020-03-31,73.99117279052734,74.91877131098374,73.99117279052734,74.77139739045204,8523900
2020-04-01,74.37345123291016,74.94689458632651,74.33001277294187,74.8252562923515,5995000
2020-04-02,74.72101593017578,74.87740901936736,74.62544200740359,74.82528019923416,6356100
2020-04-03,74.6862564086914,74.83395914217307,74.57330842934512,74.76445626269388,4151200
2020-04-06,74.92083740234375,74.98165655519048,74.72099925510994,74.98165655519048,4373100
2020-04-07,74.9903793334961,75.0598888668974,74.77316701321249,74.92087642888875,6009600
2020-04-08,75.1815185546875,75.1815185546875,74.89479673411059,74.98168695522591,4572300
2020-04-09,76.00690460205078,76.00690460205078,75.37264198910552,75.37264198910552,5070700
2020-04-13,75.76362609863281,75.92870952102186,75.5377301434379,75.92870952102186,7018100
2020-04-14,75.76362609863281,75.92870952102186,75.6854328746326,75.92870952102186,5818300
2020-04-15,76.13722229003906,76.15460297915062,75.76361701962836,75.79837176906082,3922500
2020-04-16,76.1806869506836,76.28495122576079,76.02429385246397,76.13724184553666,3459600
2020-04-17,76.07643127441406,76.3370886771726,75.9547929208049,76.20675997579333,3528300
2020-04-20,75.95478057861328,76.059044848533,75.88527106533347,76.05035450217503,3705200
2020-04-21,76.05033874511719,76.2067318031973,75.97214553047246,76.19804145863989,4513000
2020-04-22,75.9895248413086,76.0416536546736,75.87657686942072,75.98083449615072,3240100
2020-04-23,76.11115264892578,76.17197179905074,76.02426909571729,76.08508824584226,2587200
2020-04-24,76.0850830078125,76.1285280958209,75.99819946058545,76.07639266445287,2272600
2020-04-27,75.8157730102539,76.06774004034934,75.7983923164308,76.05035934652624,3117300
2020-04-28,76.04166412353516,76.06773516259805,75.93740648245172,76.0242900596186,3118800
2020-04-29,76.09375,76.20669791385544,76.00686647943522,76.14587878658132,4867500
2020-04-30,76.03295135498047,76.2154087859544,76.0242610119466,76.18934438564233,5390100
2020-05-01,76.00161743164062,76.13219908501041,75.87973679383107,76.07125876610564,4857100
2020-05-04,76.07994079589844,76.10605711777504,75.97546886639769,76.03640916477454,7276600
2020-05-05,76.01032257080078,76.06256187697933,75.98420623871,76.01032257080078,3625600
2020-05-06,75.67082214355469,75.98423151690207,75.61858946199652,75.9494075151969,5006600
2020-05-07,75.9145736694336,75.94939766662304,75.71434398809218,75.89716499183804,3425600
2020-05-08,75.6968994140625,75.8884280035856,75.65337441589546,75.85360401985452,3078900
2020-05-11,75.46185302734375,75.71432195198925,75.41832138302694,75.67949796493508,4344300
2020-05-12,75.70561218261719,75.80137648384535,75.54890756624347,75.62726319542843,3942700
2020-05-13,75.79267883300781,75.90585846321741,75.74915382615549,75.86232681436802,2628900
2020-05-14,76.00161743164062,76.00161743164062,75.89714546694817,75.94067711273584,2844700
2020-05-15,76.04513549804688,76.18443143826256,75.98419518470152,76.18443143826256,2871300
2020-05-18,75.90585327148438,76.07996657097898,75.80138130658963,76.07996657097898,3573700
2020-05-19,76.00161743164062,76.01031844720087,75.87973679383107,75.97549445897005,3083000
2020-05-20,76.20186614990234,76.2366901468565,75.97551349069941,76.06257680408396,4388600
