Date,Close,High,Low,Open,Volume
2020-01-02,119.34693908691406,119.79990544497953,119.05077439926434,119.15529998510392,11034100
2020-01-03,121.1849594116211,121.21981014525139,120.10482591896994,120.44454746773287,12366000
2020-01-06,120.49677276611328,121.6988701605995,120.33997109690989,121.68144479920883,11369800
2020-01-07,119.90450286865234,120.61879691092483,119.89579682850183,120.40102628218287,8381200
2020-01-08,119.11177825927734,120.47937032636727,118.7459253504063,120.14835485524922,10621700
2020-01-09,119.52992248535156,119.72156166785697,118.38880672058151,118.46720094297136,7411500
2020-01-10,120.59265899658203,120.61879040728894,119.88708432416824,119.92192177455624,8776000
2020-01-13,120.22683715820312,120.28780603512163,119.67805080760101,120.10488611269899,5966900
2020-01-14,120.84525299072266,120.92366050537593,120.3313175844532,120.36615503078414,13920300
2020-01-15,121.64661407470703,121.74243364062364,121.09784137141959,121.53338243619356,6290500
2020-01-16,121.26335906982422,121.54209846252787,120.85394937195296,121.30690254655386,6798600
2020-01-17,120.22683715820312,120.33136282815892,119.65191939011206,119.84355864614241,9693100
2020-01-21,121.48981475830078,121.6466031475395,120.88005998072146,120.9148974144443,6794900
2020-01-22,121.9166488647461,122.07343725284835,121.59433946977393,121.70758438895257,6317000
2020-01-23,122.77037048339844,123.15364891258325,122.63099409248319,122.69197624788269,9747400
2020-01-24,123.7634048461914,124.17281468998668,123.08396155045973,123.18848719852174,8585000
2020-01-27,125.68846130371094,125.68846130371094,125.00031212362612,125.39229650679653,10935200
2020-01-28,124.70414733886719,125.51424751138755,124.4079825419239,125.3748711510632,10612900
2020-01-29,125.92362213134766,126.04557308969325,124.9392951372068,124.9480144645828,9566800
2020-01-30,125.94108581542969,126.89056237228571,125.6884644944956,126.21982525146615,14711800
2020-01-31,127.09091186523438,127.16931937982676,126.38533727553747,126.45502545980732,14538100
2020-02-03,126.9879150390625,127.17987256010082,125.74892496655964,126.47312592070578,15309000
2020-02-04,125.27775573730469,125.76637000436358,124.82403678343276,125.63549593773718,11388300
2020-02-05,123.9079818725586,124.51002970939356,123.81200303895082,124.16102303104788,10782600
2020-02-06,124.46630096435547,124.66699229190084,123.89916223735682,124.0562111228368,6683100
2020-02-07,126.01940155029297,126.28989681928604,125.53078726806402,125.83617785132745,11374800
2020-02-10,126.36846923828125,126.73493008908213,126.2375818041587,126.60405596870528,6699300
2020-02-11,125.7314682006836,126.27243206646747,125.59186032766209,126.15899900542006,7784100
2020-02-12,125.09452056884766,125.25158276484798,124.76296849060775,125.09452056884766,5595500
2020-02-13,125.5744400024414,125.81874718948221,125.00730117118452,125.15562958376334,7883400
2020-02-14,126.12411499023438,126.586554461514,126.03685673334583,126.30733869046325,7137400
2020-02-18,126.9879150390625,127.43291352589733,126.44695110544976,126.81341183277529,6909200
2020-02-19,126.9792251586914,127.0577496233951,126.49933124037264,126.62148484560429,5707700
2020-02-20,127.97389221191406,128.20947889011714,127.38929908090424,127.45910303421414,9332900
2020-02-21,129.16925048828125,129.90218532525373,128.82896454437142,128.95985194663982,13860300
2020-02-24,131.09751892089844,131.71702054223067,130.87938660988198,131.60358748010543,15929300
2020-02-25,131.7956085205078,132.41509712676967,131.0016033303027,131.06268679743204,20802900
2020-02-26,131.09751892089844,132.38013797477447,130.51292592502307,130.83575748493075,22589500
2020-02-27,132.51979064941406,133.56682343351022,131.60363197067585,133.23525794827782,30687900
2020-02-28,135.5125274658203,136.0971205164834,134.5091240666021,134.76215171304935,44935200
2020-03-02,134.51553344726562,136.75250520091367,134.3582392874667,135.70392635806658,28152400
2020-03-03,136.60397338867188,139.5487358649478,133.13491476426267,134.40194823327903,38608000
2020-03-04,135.15338134765625,137.4952197046987,134.73395258721575,136.67382893767785,23463700
2020-03-05,138.5176239013672,138.77977195065205,137.02338935382613,137.3030174953043,17786200
2020-03-06,145.72665405273438,147.96362634415163,143.40229461448718,146.18977659743842,76288300
2020-03-09,149.6761932373047,157.02500158919472,148.8460692815963,156.50071909088268,41552800
2020-03-10,142.0041046142578,151.10928312683873,141.58467586641555,148.23442886201653,37728300
2020-03-11,136.77871704101562,145.95380513997893,135.99228625160865,144.55569114391847,29519300
2020-03-12,137.62635803222656,145.368387341217,136.01853584316927,142.87800029108064,24361800
2020-03-13,134.51553344726562,138.237993006064,132.9863520792043,135.44177831400395,19812900
2020-03-16,143.22750854492188,145.18485229006544,137.8972135245129,140.14293213695865,30496700
2020-03-17,133.6766815185547,144.73048784803072,133.44076024517196,142.86925113535747,18570900
2020-03-18,126.1355972290039,134.690267113318,121.46940032234097,133.55430137449142,47061000
2020-03-19,129.5697021484375,134.0873385685407,126.92203528456078,128.40752287594418,21175300
2020-03-20,139.31271362304688,139.31271362304688,132.91637664015562,133.95622156862834,20863100
2020-03-23,145.05372619628906,145.65666249273795,136.81363236721808,137.6262763609369,19971800
2020-03-24,142.35366821289062,144.57315967068388,140.1691236021719,140.9031273913569,11948600
2020-03-25,142.0303497314453,145.64795515465104,141.22643889666654,142.94786115521973,10750600
2020-03-26,142.72938537597656,144.77411567215137,141.79440733459086,143.30610828004652,10576200
2020-03-27,146.539306640625,147.0199093080162,143.82173155782107,144.63438940148384,12550000
2020-03-30,145.33340454101562,148.6451686295509,145.0013494608731,147.063560309341,13473200
2020-03-31,144.15370178222656,145.85764356844922,143.7954333382671,144.79158494662798,11464800
2020-04-01,146.1734161376953,147.85358216405183,145.61336524646532,147.43353398112944,11334700
2020-04-02,147.10104370117188,148.08112963036004,146.36596590161145,147.73984875482705,5771200
2020-04-03,147.4510498046875,149.0524485651238,147.1360203214432,147.49480649593454,6570800
2020-04-06,147.0659637451172,147.24973644663146,145.72709222140614,146.13838094857627,9434800
2020-04-07,145.52584838867188,145.6308537459224,143.2593937435822,144.3532440571581,13811400
2020-04-08,144.467041015625,145.42963493651152,143.62697118709602,144.48454636491454,10147100
2020-04-09,144.72950744628906,145.0795341699927,143.32062785148696,143.75816793244832,14259100
2020-04-13,143.408203125,145.00960211503954,143.408203125,144.16951892171724,8750300
2020-04-14,143.3732452392578,144.1608260267383,143.0582155948005,143.3732452392578,9019100
2020-04-15,147.17105102539062,147.53859663305164,145.91094615942473,145.96344885975617,10027800
2020-04-16,148.84237670898438,149.04365475361578,147.90604790948265,148.11605859582755,8265400
2020-04-17,146.84722900390625,149.4987213529816,146.37469149778042,148.6061490244477,8612100
2020-04-20,148.02867126464844,148.14242268877834,146.97857697566545,147.398612020724,6462600
2020-04-21,149.89251708984375,150.64508677422143,149.44623088908517,150.45256801640383,7850700
2020-04-22,148.3611297607422,149.1049534649715,147.63482475647245,148.73742128784673,6230200
2020-04-23,149.14871215820312,149.57749302760175,148.42239379151974,148.6499098986972,5968600
2020-04-24,149.49868774414062,149.49868774414062,148.38734558151316,148.4223429119018,6211800
2020-04-27,146.71595764160156,148.54487215599605,146.52343891875321,148.46611813828488,9039500
2020-04-28,148.40492248535156,148.63245199738796,147.40733109017842,147.4948444952187,9905400
2020-04-29,147.63479614257812,148.9911598597969,146.97848594934385,148.35235501046176,8619600
2020-04-30,145.910888671875,148.08982999316962,145.88463733205208,147.66104920761825,11606100
2020-05-01,147.16036987304688,147.30056754214428,145.83728946715246,146.7660756274479,10209400
2020-05-04,146.4681396484375,146.9237619372722,145.87230634537048,146.81862038907698,8300900
2020-05-05,145.53057861328125,145.68830430086393,144.812089105355,145.07495633800426,7831800
2020-05-06,143.18235778808594,143.38388358095185,141.99070434203364,143.0246320680276,14721500
2020-05-07,145.5743865966797,145.77591234050632,143.12098146711477,143.31374987250803,9164800
2020-05-08,143.68185424804688,144.92607900264375,143.4189868503171,144.12873283518485,8129800
2020-05-11,142.56019592285156,143.89204663551345,142.0344748781035,143.40136831242265,8713500
2020-05-12,144.02354431152344,144.51422287567968,142.93704559660262,142.9633309932547,10057300
