Date,Close,High,Low,Open,Volume
2020-01-02,152.36831665039062,152.36831665039062,151.26005189269705,152.09124693787948,3291100
2020-01-03,151.39857482910156,151.89730311403724,150.5489047391432,150.80749937120225,3625400
2020-01-06,151.91574096679688,151.94344652113327,150.38263452923024,150.4657511922394,6813800
2020-01-07,151.5555877685547,151.88806858555387,151.26004300128866,151.71259064153344,2498400
2020-01-08,152.3036651611328,152.89474059973426,151.50016163771443,151.64793402045228,4244800
2020-01-09,153.25489807128906,153.2918341138324,152.71923385415232,153.1348312714152,2216900
2020-01-10,152.81161499023438,153.58739881575377,152.5714813592289,153.55044867605326,4023000
2020-01-13,153.85519409179688,153.89214422433545,152.8669964777609,153.31029942179822,3997100
2020-01-14,153.7720947265625,154.3446950141911,153.46731951440105,153.81827535125632,3062000
2020-01-15,154.15074157714844,154.60327501635064,153.69819404559945,153.7720802196695,2479200
2020-01-16,155.471435546875,155.499141103388,154.79724351781152,154.88960476775367,2205600
2020-01-17,155.85934448242188,156.09023354018981,155.4991581159979,156.09023354018981,2272000
2020-01-21,155.52684020996094,155.94245172511634,155.31442625472096,155.52684020996094,3174200
2020-01-22,155.61924743652344,156.3765704198312,155.48071961877287,156.01636990897623,2113600
2020-01-23,155.794677734375,155.86856391202002,154.5940520092514,155.25901351570917,2370000
2020-01-24,154.31698608398438,156.16409829256835,153.61508851796768,156.16409829256835,3292500
2020-01-27,151.99888610839844,152.68232279222164,151.31544942457523,151.6756357907801,4692800
2020-01-28,153.46734619140625,153.9291243339184,152.44219815133525,152.69156229414997,4010700
2020-01-29,153.36573791503906,154.2246524956074,153.23644061275823,154.1969469374293,1751700
2020-01-30,153.7351531982422,153.87368097503403,151.89727150283412,152.38675510396206,2835900
2020-01-31,151.0198974609375,153.50426562542182,150.57658038632067,153.4580850019391,4525300
2020-02-03,152.34982299804688,153.15331230889896,151.74950306762406,151.78645320395515,2783200
2020-02-04,154.7510528564453,155.17589484933856,154.05838580384673,154.20615815723113,2732700
2020-02-05,156.2749481201172,156.4042454222038,155.31444179688904,156.20106193430357,4133700
2020-02-06,156.70899963378906,156.84754151069572,156.25646614266645,156.78288581633626,2202300
2020-02-07,155.8131866455078,156.45042864295777,155.5361169422445,156.12719239944266,2579200
2020-02-10,156.95838928222656,156.95838928222656,155.3975768912329,155.41605196296348,2494100
2020-02-11,157.39244079589844,158.15899410805875,157.10614063798226,157.68798553461755,2921700
2020-02-12,158.38063049316406,158.43604160083066,157.84496629847553,158.14974148298867,2154100
2020-02-13,158.31602478027344,158.78703343646575,157.51253528078325,157.6510630936777,2827500
2020-02-14,158.57460021972656,158.63925591948052,157.9096386136694,158.4822530530989,2527800
2020-02-18,158.20518493652344,158.4268294125062,157.49404269392937,158.17747937702558,2459400
2020-02-19,159.00868225097656,159.36886863470315,158.63926537774176,158.77779318211722,2488100
2020-02-20,158.52841186523438,159.24878455463468,156.91218855833776,158.81472611717197,7061600
2020-02-21,156.90296936035156,157.95582291234072,156.45042172861022,157.88193672191255,2983500
2020-02-24,151.74029541015625,153.19027140148265,151.08456426892516,151.92500384255865,8710900
2020-02-25,147.10398864746094,152.74691599119194,146.63298019242063,152.4236657760193,10112300
2020-02-26,146.29129028320312,149.44062017475875,145.92187345569778,147.7782162662874,8210300
2020-02-27,139.88182067871094,145.48779918115275,139.82639547213859,143.18813929442248,14384200
2020-02-28,138.9398193359375,139.07834715128467,134.1927402679035,135.22711886876647,22272400
2020-03-02,144.69354248046875,144.83208436043745,138.14553266178802,139.83564213249545,12071600
2020-03-03,140.96238708496094,147.1225052378021,139.5308721588328,145.3123288881296,8623100
2020-03-04,146.5960693359375,146.61454440549986,142.27383315338164,143.63146187305986,5226600
2020-03-05,141.7104949951172,144.40727796775883,140.4821633030922,142.97576274217468,5343100
2020-03-06,139.0782928466797,139.77095983765938,135.87355244102596,137.59136714234944,9947700
2020-03-09,127.91252899169922,132.6503766328567,127.67240946178345,129.2978632407068,18537100
